# wavelength	raw_bkg	raw_avg
3.834351756327400835e+02 1.310022051724137782e+03 -2.869981034482743709e+01
3.838190444434380879e+02 1.319739310344827572e+03 1.943451724137930725e+01
3.842028684536031733e+02 1.119066620689655338e+03 6.101534482758438571e+00
3.845866476590956609e+02 1.178048120689655207e+03 -9.943241379310393313e+00
3.849703820557759855e+02 1.102343896551724129e+03 2.101639655172414223e+01
3.853540716395045820e+02 1.302564620689655158e+03 9.717258620689653625e+00
3.857377164061418284e+02 1.226408431034482874e+03 -1.762665517241391555e+01
3.861213163515480460e+02 1.073870068965517248e+03 1.943451724137930725e+01
3.865048714715838400e+02 1.223696637931034729e+03 2.259827586204437577e-01
3.868883817621094181e+02 1.126298068965517359e+03 -1.920853448275879671e+01
3.872718472189852150e+02 1.182115810344827423e+03 -3.095963793103432948e+01
3.876552678380716657e+02 1.077259810344827656e+03 7.005465517241293405e+00
3.880386436152292049e+02 1.204488103448275979e+03 -1.446289655172424737e+01
3.884219745463181539e+02 1.157257706896551781e+03 4.519655172413763466e+00
3.888052606271990044e+02 1.189799224137930878e+03 1.988648275862083281e+01
3.891885018537320775e+02 1.115676879310344930e+03 4.519655172413718169e+00
3.895716982217778082e+02 1.270475068965517266e+03 -1.378494827586207450e+01
3.899548497271967449e+02 1.148218396551724254e+03 -4.293672413793160558e+00
3.903379563658489815e+02 1.151382155172413832e+03 -1.559281034482760298e+01
3.907210181335951233e+02 1.172398551724137860e+03 -1.898255172413782788e+01
3.911040350262955485e+02 1.158839586206896684e+03 3.389741379310203140e+00
3.914870070398106918e+02 1.072288189655172346e+03 -1.559281034482753547e+01
3.918699341700008176e+02 1.101213982758620659e+03 -2.937775862068940480e+00
3.922528164127264745e+02 1.327874689655172460e+03 2.033844827586203863e+01
3.926356537638479836e+02 1.120196534482758580e+03 -2.960374137931032834e+01
3.930184462192258366e+02 1.122004396551724085e+03 -2.418015517241374113e+01
3.934011937747203547e+02 1.197030672413793127e+03 -4.067689655172420871e+00
3.937838964261918591e+02 1.136467293103448128e+03 -7.005465517241214357e+00
3.941665541695009551e+02 1.397703362068965589e+03 -1.559281034482764916e+01
3.945491670005079072e+02 1.150704206896551796e+03 -5.197603448275958549e+00
3.949317349150730934e+02 1.188669310344827636e+03 -2.711793103448326470e+00
3.953142579090570621e+02 1.373975172413793189e+03 -2.282425862068976130e+01
3.956967359783200777e+02 1.164715137931034405e+03 3.389741379310453162e+00
3.960791691187225751e+02 1.075677931034482981e+03 2.259827586206665906e+00
3.964615573261250461e+02 1.259853879310344837e+03 -1.943451724137933212e+01
3.968439005963877548e+02 1.212849465517241242e+03 -1.807862068965391700e+00
3.972261989253711931e+02 1.233413896551724292e+03 -4.745637931034639045e+00
3.976084523089356821e+02 1.187765379310344997e+03 5.875551724137790366e+00
3.979906607429416567e+02 1.259401913793103631e+03 -8.135379310344955428e+00
3.983728242232496655e+02 1.161551379310344828e+03 -4.293672413793115261e+00
3.987549427457198590e+02 1.127879948275862034e+03 8.813327586206924025e+00
3.991370163062127858e+02 1.102795862068965562e+03 4.745637931034434764e+00
3.995190449005889377e+02 1.217143137931034516e+03 -1.514084482758623906e+01
3.999010285247085221e+02 1.169008810344827680e+03 -1.288101724137939108e+01
4.002829671744320308e+02 1.160421465517241359e+03 2.779587931034482295e+01
4.006648608456198417e+02 1.180307948275862145e+03 -1.807862068965619073e+00
4.010467095341323898e+02 1.155223862068965445e+03 -1.288101724137925430e+01
4.014285132358300530e+02 1.117032775862069002e+03 -1.016922413793108682e+01
4.018102719465732662e+02 1.356574500000000171e+03 1.288101724137909443e+01
4.021919856622223506e+02 1.210815620689655134e+03 1.491486206896549938e+01
4.025736543786378547e+02 1.128105931034482637e+03 -2.711793103448144393e+00
4.029552780916799861e+02 1.185731534482758661e+03 2.259827586206256400e-01
4.033368567972093501e+02 1.175788293103448495e+03 -2.273736754432320595e-13
4.037183904910862111e+02 1.204940068965517185e+03 5.649568965517323349e+00
4.040998791691710039e+02 1.129913793103448143e+03 1.627075862068975454e+01
4.044813228273241066e+02 1.140534982758620799e+03 6.101534482758529165e+00
4.048627214614060108e+02 1.164715137931034405e+03 1.039520689655178032e+01
4.052440750672770378e+02 1.221436810344827336e+03 -8.135379310344593051e+00
4.056253836407976792e+02 1.307762224137930843e+03 -2.305024137931015815e+01
4.060066471778281993e+02 1.266859344827586256e+03 6.327517241379268853e+00
4.063878656742290332e+02 1.156127793103448539e+03 3.615724137930828697e+00
